Case_id,Ss,Head_Notes,Murder,Dacoity,Rape,Fraud,Robbery or Theft,Kidnapp
723,302,"Ss. 302(b), 324 & 337-D---Qatl-i-amd, attempt to commit qatl-i-amd, jaifah---Reappraisal of evidence---Incident took place at 10:30 a.m.---Deceased and injured witness were firstly taken to DHQ Hospital where the matter was reported to the Police---First Information Report was lodged on the same day at 1:45 p.m.---Distance between the place of occurrence and the Police Station was 32 kilometers whereas as per the record the place of occurrence was one hour away from the DHQ Hospital---Thus, it can be said that FIR was lodged with promptitude---Promptness of FIR showed truthfulness of the prosecution case and it excluded possibility of deliberation and consultation---Occurrence took place in broad daylight and the parties were known to each other, therefore, there was no chance of misidentification---Ocular account in the case had been furnished by the complainant, who lived in the adjacent house; an inmate of the same house; and an resident of the same locality---Therefore, presence of said witnesses at the place of occurrence was natural---Prosecution witnesses were subjected to lengthy cross-examination by the defence but nothing favourable to the accused or adverse to the prosecution could be brought on record---Witnesses had given all necessary details of occurrence qua the date, time, place, name of accused, name of witnesses, manner of occurrence, kind of weapon used in the occurrence, the locale of injuries and the motive of occurrence---Injured witness sustained injuries during the occurrence, which had fully been supported by the medical evidence---Medical evidence available on the record further corroborated the ocular account so far as the nature, time, locale and impact of the injury on the person of the deceased and injured was concerned---Counsel for the accused could not point out any plausible reason as to why the complainant would falsely involve the accused in the present case and let off the real culprit, who had committed murder of his real brother---Substitution in such like cases was a rare phenomenon---Weapon of offence recovered at the instance of the accused and the crime empties collected from the place of occurrence were separately sent to the Forensic Science Laboratory and the report was positive---Conviction of accused under sections 302(b), 324 & 337-D, P.P.C was maintained---Petitions for leave to appeal were dismissed and leave was refused.",1,0,0,0,0,0
724,302,"Ss. 302(b), 324 & 337-D---Qatl-i-amd, attempt to commit qatl-i-amd, jaifah---Reappraisal of evidence---At 10:30 a.m., the incident occurred.On the same day at 1:45 p.m., a First Information Report was submitted after the deceased and injured witnesses were transported to DHQ Hospital, where the incident was reported to the police.---Distance between the place of occurrence and the Police Station was 32 kilometers whereas as per the record the place of occurrence was one hour away from the DHQ Hospital---Thus, it can be said that FIR was lodged with promptitude---Promptness of FIR showed truthfulness of the prosecution case and it excluded possibility of deliberation and consultation---Occurrence took place in broad daylight and the parties were known to each other, therefore, there was no chance of misidentification---Ocular account in the case had been furnished by the complainant, who lived in the adjacent house; an inmate of the same house; and a resident of the same locality---Therefore, presence of said witnesses at the place of occurrence was natural---Prosecution witnesses were subjected to lengthy cross-examination by the defence but nothing favourable to the accused or adverse to the prosecution could be brought on record---Witnesses had given all necessary details of occurrence qua the date, time, place, name of accused, name of witnesses, manner of occurrence, kind of weapon used in the occurrence, the locale of injuries and the motive of occurrence---Injured witness sustained injuries during the occurrence, which had fully been supported by the medical evidence---Medical evidence available on the record further corroborated the ocular account so far as the nature, time, locale and impact of the injury on the person of the deceased and injured was concerned---Counsel for the accused could not point out any plausible reason as to why the complainant would falsely involve the accused in the present case and let off the real culprit, who had committed murder of his real brother---Substitution in such like cases was a rare phenomenon---Weapon of offence recovered at the instance of the accused and the crime empties collected from the place of occurrence were separately sent to the Forensic Science Laboratory and the report was positive---Conviction of accused under sections 302(b), 324 & 337-D, P.P.C was maintained---Petitions for leave to appeal were dismissed and leave was refused.",1,0,0,0,0,0
596,302,"S. 302(b)---Qatl-i-amd---Reappraisal of evidence---Incident took place at 4.30 p.m. and matter was reported to the police and the FIR was lodged on the same day at 06.15 p.m. i.e. just after one hour and forty five minutes of the occurrence---Keeping in view the inter se distance between the place of occurrence and the police station i.e. 20 kilometer, the FIR was promptly lodged---Occurrence took place in the broad daylight whereas the parties were known to each other, therefore, there was no chance of misidentification---Ocular account was furnished by brother of the deceased i.e. the complainant and maternal uncle of the deceased---Both said witnesses were residents of the same locality where the occurrence took place, therefore, their presence at the place of occurrence on the fateful day and time was not unnatural---Prosecution witnesses were subjected to lengthy cross-examination by the defence but nothing favourable to the accused or adverse to the prosecution could be brought on record---Both witnesses remained consistent on each and every material point inasmuch as they made deposition according to the circumstances that surfaced in the case, therefore, it could safely be concluded that the ocular account furnished by the prosecution was reliable, straightforward and confidence inspiring---Medical evidence available on the record further corroborated the ocular account so far as the nature, time, locale and impact of the injuries on the person of the deceased was concerned---Counsel for the accused could not paint out any plausible reason as to why the complainant had falsely involved the accused in the present case and let off the real culprit, who had committed murder of his real brother---Substitution in such like cases is a rare phenomenon---According to the report of the Forensic Science Laboratory, the crime empties matched with the weapon recovered from the accused---In these circumstances, there was sufficient material available on record to sustain conviction of the accused---Conviction of accused under section 302(b), P.P.C was maintained---Appeal was partly allowed.",1,0,0,0,0,0
597,302,"S. 302(b)--- Qatl-i-amd--- Reappraisal of evidence---Sentence, reduction in---Death sentence commuted to life imprisonment---Motive not established---According to the prosecution, a fight occurred between the accused and a servant of the deceased---The deceased allegedly rebuked the accused, and as a result of this grudge, the accused murdered the dead---The prosecution also presented the deceased's servant, who testified that the accused wanted him to work with him and requested him to leave the deceased's job---A cursory examination of the servant's statement revealed that the accused's true purpose was with the aforementioned servant; thus, the true motive to commit the murder of the dead remained a mystery---In these circumstances, the accused would face a draconian death penalty---As a result, while the accused's conviction was upheld under Section 302(b), P.P.C., his death sentence was reduced to life imprisonment---Appeal was partially accepted.",1,0,0,0,0,0
132,426,"T. 426---Suspension of sentence pending appeal---Hardened, desperate or dangerous criminal---Scope---Where allegation against convict-appellant was that he had made telephone calls from abroad and had hatched the conspiracy to commit murder of three innocent persons, Supreme Court observed that the convict was not a hardened, desperate or dangerous criminal.",1,0,0,0,0,0
133,426,"T. 426—Suspension of sentence pending appeal—Criminals who are dangerous, desperate, or hardened— ScopeIn the case where the appellant, a convicted individual, was accused of devising a conspiracy to murder three innocent people via international telephone conversations, the Supreme Court noted that the defendant did not appear to be a dangerous, despondent, or hardened criminal.",1,0,0,0,0,0
2016,302,"Ss. 302(b), 324, 186 & 353---Anti-Terrorism Act (XXVII of 1997), S. 7---Criminal Procedure Code (V of 1898), S. 235---murder of police official while on official duty---Reappraisal of evidence---Trial for more than one offence---Scope---Offence committed in two phases---Incident had taken place in two phases; first when the accused fired upon the deceased (police official) in court premises but missed, and the other when the police officials retaliated, as a consequence of which both the accused tried to make their escape but in different directions---Police officials chased the accused persons and finally when deceased was likely to apprehend the present accused, he turned and fired upon the deceased which pierced through the left side of his chest, and resultantly he expired in hospital---Although the accused had committed the crime at two different places commencing from the court premises and finally when he reached in front of a tea stall which was at distance of 1-1/2 kilometers, it would be presumed one and the same transaction as per the spirit of law---As the act of the accused was in continuation till its conclusion, such aspect was fully covered by provision of section 235, Cr.P.C.---Therefore, the contention of the accused that the occurrence had taken place away from the court premises had no force---Appeal was dismissed.",1,0,0,0,0,0
2017,302,"Ss. 302(b), 324, 186 & 353---Anti-Terrorism Act (XXVII of 1997), S. 7---Criminal Procedure Code (V of 1898), S. 235---murder of law enforcement officer during official duty---Reevaluation of evidence---Trial for multiple offenses---Extent or range of something.The offense was committed in two stages.---An incident occurred in two stages. Firstly, the accused attempted to shoot the deceased (a police official) within the court premises but missed. Secondly, the police officials retaliated, causing both accused individuals to attempt to flee in different directions. The police officials pursued the accused persons, and when the deceased was about to apprehend one of the accused, the latter turned and shot the deceased in the left side of his chest. As a result, the deceased passed away in the hospital.The accused committed the crime in two different locations, starting from the court premises and ending in front of a tea stall that was 1-1/2 kilometers away. According to the law, this would be considered as one continuous transaction. The provision of section 235, Cr.P.C. fully covered the fact that the accused's actions were ongoing until they were completed. Therefore, the accused's argument that the incident occurred away from the court premises is not valid. The appeal was rejected.",1,0,0,0,0,0
1898,302,"Ss. 497(2) & 498---Penal Code (XLV of 1860), Ss. 302, 324, 148 & 149---Constitution of Pakistan, Art. 185(3)---murderous assault---Ad-interim pre-arrest bail, confirmation of---Further inquiry---Generalized allegation of causing indiscriminate firing has been alleged against the petitioner (accused), however, during the course of investigation, it transpired that the petitioner was empty handed at the time of occurrence and he has not been ascribed any overt act---Such opinion of the police has not been challenged, rather the petitioner was placed in column No. 2 of the report furnished under section 173, Cr.P.C.---Stance of the petitioner was that in-fact complainant party was the aggressor and two persons from the petitioner's side also sustained injuries during the occurrence, which were suppressed by the complainant side---Admittedly the petitioner himself surrendered before the law and joined investigation---In these circumstances, it is the Trial Court, who after recording of evidence would decide about the guilt or otherwise of the petitioner and till then the petitioner cannot be put behind bars for an indefinite period---Petitioner is a student having no criminal history and keeping him behind bars with hardened criminals would not be in the interest of justice---Case of the petitioner squarely falls within the ambit of section 497(2), Cr.P.C. entitling for further inquiry into his guilt---Petition for leave to appeal was converted into appeal and allowed, and ad interim pre-arrest bail granted to the petitioner was confirmed.",1,0,0,0,0,0
1899,302,"Ss. 497(2) & 498---Penal Code (XLV of 1860), Ss. 302, 324, 148 & 149---Constitution of Pakistan, Art. 185(3)---Attempted murder---Temporary pre-arrest bail, confirmation of---Additional investigation---The petitioner (accused) has been accused of causing indiscriminate firing, but it was discovered during the investigation that the petitioner was unarmed at the time of the incident and no specific actions have been attributed to him. The police's opinion on this matter has not been disputed, and the petitioner's involvement has been mentioned in column No. 2 of the report provided under section 173 of the Criminal Procedure Code.The petitioner's argument is that the complainant party was actually the aggressor, and two individuals from the petitioner's side were also injured during the incident, but this information was concealed by the complainant. It is acknowledged that the petitioner himself surrendered to the authorities and cooperated with the investigation. Given these circumstances, it is the responsibility of the Trial Court to determine the guilt or innocence of the petitioner based on the evidence presented. Until then, the petitioner cannot be detained indefinitely. The petitioner, who is a student with no prior criminal record, should not be kept in custody with hardened criminals as it would not serve the interests of justice. The petitioner's case falls within the scope of section 497(2) of the Criminal Procedure Code, which allows for further investigation into his guilt. The petition for leave to appeal was converted into an appeal and granted, and the petitioner's temporary pre-arrest bail was confirmed.",1,0,0,0,0,0
1724,302,"S. 497---Penal Code (XLV of 1860), Ss. 302, 324, 114, 147, 148 & 149---Constitution of Pakistan, Art. 185(3)---murderous assault---Bail, refusal of---In the ocular account a specific role had been ascribed to the accused-petitioner---Admittedly death of deceased was caused due to fire arm injuries---All the accused persons, including the petitioner, were armed with firearm weapons, the details of which were mentioned in the FIR---Offence was said to have been committed by the petitioner and other co-accused when the complainant party was cultivating their own land, therefore, the possibility of common object which stands for and connotes a prearrangement and common intention/objective of committing the murder of the deceased could not be ruled out---Delay of one day in lodging FIR had already considered by the High Court with ample reasoning which was not fatal to the prosecution case in the given circumstances---Co-accused assigned a similar role to that of petitioner was refused pre-arrest bail by the High Court and he subsequently withdrew his bail application from the Supreme Court, as a result of which he was still behind bars---So far as the plea of alibi was concerned, no proper details were provided to demonstrate that the petitioner was actually behind bars in some other case and on which date and time he was released by the Magistrate in the other case---Petition for leave to appeal was dismissed, and petitioner was refused bail.",1,0,0,0,0,0
1725,302,"S. 497---Penal Code (XLV of 1860), Ss. 302, 324, 114, 147, 148 & 149---Constitution of Pakistan, Art. 185(3)---Attempted murder---Denial of bail---The accused-petitioner had been assigned a specific role in the ocular account.The deceased's death was undeniably caused by gunshot wounds. All of the accused individuals, including the petitioner, were in possession of firearms, as specified in the First Information Report (FIR).The petitioner and other co-accused were alleged to have committed an offense while the complainant party was cultivating their own land. Therefore, the possibility of a common object, which refers to a prearranged and shared intention or objective to commit the murder of the deceased, cannot be dismissed.The High Court has already taken into account the one-day delay in submitting the FIR, providing appropriate rationale. This delay, under the circumstances, did not have a detrimental impact on the prosecution's case.The co-accused, who had a similar role as the petitioner, was denied pre-arrest bail by the High Court. He later withdrew his bail application from the Supreme Court, which resulted in him remaining in custody. Regarding the plea of alibi, insufficient information was provided to prove that the petitioner was actually in prison for another case, including the specific date and time of his release by the Magistrate. The petition for leave to appeal was rejected, and the petitioner was denied bail.",1,0,0,0,0,0
1450,324,"S. 497(1), third proviso---Penal Code (XLV of 1860), Ss. 324, 379, 337-A(i), 337-L(2), 109, 148 & 149---murderous assault---Bail, grant of---Statutory delay in conclusion of trial---In the present case, the statutory period was one year, whereas the accused was behind bars for a period of more than two years----Charge in the case was framed for the first time on 17-01-2023 and since then there was no fault on the part of accused qua delay in the trial---Although subsequently certain dates were obtained but they were not relevant because prior to framing of charge there was no delay on part of accused and he became entitled to concession of bail on statutory ground of delay in conclusion of trial---Petition for leave to appeal was converted into appeal and allowed, and accused was enlarged on bail.",1,0,0,0,0,0
1451,324,"S. 497(1), third proviso---Penal Code (XLV of 1860), Ss. 324, 379, 337-A(i), 337-L(2), 109, 148 & 149---murderous assault—Bail, provision of—Precaution mandated by law to conclude a trial—The statutory period in the current instance was one year; however, the defendant was incarcerated for over two years----The charge in the case was initially framed on January 17, 2023, and the accused has not been at fault for the trial delay since that time.Although specific dates were subsequently obtained, they were irrelevant because the accused had not experienced any delay prior to the charge being filed, and he was therefore eligible for parole on the statutory ground of delay in the conclusion of the trial.The petition for leave to appeal was transformed into a successful appeal, and the defendant's parole was increased.",1,0,0,0,0,0
205,497,"S. 497(2)---Penal Code (XLV of 1860), 302, 34, 118, 120-B, 109 & 506---Constitution of Pakistan, Art. 185(3)---murderous assault---Bail, grant of---Further inquiry---After registration of FIR, the complainant recorded four supplementary statements---In the first three supplementary statements, the complainant did not nominate the petitioner as an accused---However in her fourth supplementary statement, recorded after a lapse of more than four months of the occurrence, she did nominate the petitioner for the first time---Bare look of the crime report and the subsequent four supplementary statements recorded by the complainant shows that she kept changing her stance---It appears there is no direct evidence against the petitioner and the prosecution case hinges upon circumstantial evidence---Petitioner is behind bars for the last more than 20 months---Case of the petitioner squarely falls within the ambit of section 497(2), Cr.P.C. entitling for further inquiry into his guilt---Petition for leave to appeal was converted into appeal and allowed and petitioner was admitted to bail.",1,0,0,0,0,0
206,497,"S. 497(2)---Penal Code (XLV of 1860), 302, 34, 118, 120-B, 109 & 506---Constitution of Pakistan, Art. 185(3)---murderous assault—Bail, provision of—Additional inquiry:Following the filing of the First Information Report (FIR), the complainant provided four supplementary statements. Initially, she refrained from designating the petitioner as an accused in the first three supplementary statements. Nevertheless, she did so for the first time in her fourth supplementary statement, which was recorded over four months after the incident.A cursory examination of the crime report and the four supplementary statements that the complainant subsequently provided reveals that she consistently altered her position.The petitioner is not directly implicated in the evidence, and the prosecution's case is predicated on circumstantial evidence.Petitioner has been incarcerated for over two decades.The petitioner's case falls squarely within the scope of section 497(2) of the Cr.P.C., which grants the right to further investigate his culpability. The petitioner's application for leave to appeal was granted and subsequently converted into an appeal, which resulted in his admission to bail.",1,0,0,0,0,0
156,302,"S. 302(b)--- Qatl-i-amd--- Reappraisal of evidence---Benefit of doubt---Ocular account doubtful---Co-accused with similar role acquitted on the same set of evidence---Recovery of weapon inconsequential---Motive not established---Parties were known to each other, therefore, not mentioning the name of the co-accused in the crime report shifted the burden on the shoulder of the prosecution to assign justiciable reasons for non-identification of the co-accused at the time of occurrence, especially when it is an admitted fact that the accused and co-accused did not commit the crime with covered faces---Although the complainant challenged the acquittal of co-accused before the High Court by filing a petition against acquittal but later on withdrew the same, which means that the findings of the Trial Court regarding the acquittal attained finality and the prosecution case to the extent of murder of one of the deceased had been disbelieved---In these circumstances, more caution was needed to decide the case of the accused---During the course of proceedings before the Trial Court, an attested copy of attendance register was placed on record, which showed that on the day of occurrence the complainant was present in his office, which was at a distance of 100 kilometers from the place of occurrence---According to the witnesses, the accused fired at the deceased from a distance of 3/4 karams but the medical record shows that there was blackening and charring around the wounds, which suggested that the injuries were caused from a close range, which further negated the ocular account---There were only two eye-witnesses of the occurrence, who admittedly, had been disbelieved to the extent of the acquitted co-accused, who was alleged to have played a similar role in the occurrence, then the same evidence could not be relied upon to convict the accused on capital punishment unless there was an independent corroboration and some strong incriminating evidence to the extent of his involvement in commission of the offence but the same was lacking in the instant case---Recovery of weapon from the accused was inconsequential because admittedly no crime empty was collected from the place of occurrence---Motive had also rightly been disbelieved by the High Court by holding that it was a vaguely formulated motive and no evidence in support of the same has been placed on record---Petition for leave to appeal was converted into appeal and allowed, and accused was acquitted of the charge by extending him the benefit of doubt.",1,0,0,0,0,0
157,302,"S. 302(b)--- Qatl-i-amd---Evaluation of evidence---Presumption of innocence---The credibility of the ocular account is questionable.The co-accused, who had a similar function, was acquitted based on the same evidence.The recovery of the weapon is irrelevant, as the motive for the incident has not been determined.The parties involved in the case were familiar with each other. As a result, the omission of the co-accused's name in the crime report placed the responsibility on the prosecution to provide valid reasons for not identifying the co-accused at the time of the incident. This is particularly important considering that it is acknowledged that both the accused and co-accused did not conceal their faces while committing the crime.Despite initially challenging the acquittal of the co-accused in the High Court, the complainant later withdrew the petition. This means that the Trial Court's decision regarding the acquittal has become final, and the prosecution's case regarding the murder of one of the deceased has been rejected. Given these circumstances, it is crucial to exercise extra caution when deciding the case of the accused. During the course of proceedings before the Trial Court, an attested copy of attendance register was placed on record, which showed that on the day of occurrence the complainant was present in his office, which was at a distance of 100 kilometers from the place of occurrence---According to the witnesses, the accused fired at the deceased from a distance of 3/4 karams but the medical record shows that there was blackening and charring around the wounds, which suggested that the injuries were caused from a close range, which further negated the ocular account---There were only two eye-witnesses of the occurrence, who admittedly, had been disbelieved to the extent of the acquitted co-accused, who was alleged to have played a similar role in the occurrence, then the same evidence could not be relied upon to convict the accused on capital punishment unless there was an independent corroboration and some strong incriminating evidence to the extent of his involvement in commission of the offence but the same was lacking in the instant case---Recovery of weapon from the accused was inconsequential because admittedly no crime empty was collected from the place of occurrence---Motive had also rightly been disbelieved by the High Court by holding that it was a vaguely formulated motive and no evidence in support of the same has been placed on record---Petition for leave to appeal was converted into appeal and allowed, and accused was acquitted of the charge by extending him the benefit of doubt.",1,0,0,0,0,0
